0.92,0.3,0,-1,29.5,1.601,0
0.93,0.25,-0.02,-1,29.5,1.618,1
0.93,0.27,-0.03,-1,29.5,1.618,0
0.93,0.27,0,-1,29.5,1.627,0
0.93,0.29,-0.01,-1,29.5,1.627,0
0.93,0.31,-0.01,-1,29.5,1.627,0
0.93,0.32,-0.01,-1,29.7,1.627,0
0.93,0.31,-0.01,-1,29.5,1.627,0
0.93,0.28,0,-1,29.5,1.627,0
0.96,0.26,0,-1,29.7,1.636,0
0.96,0.27,-0.01,-1,29.5,1.636,0
0.95,0.28,0,-1,29.7,1.636,0
0.94,0.31,0,-1,29.5,1.639,0
0.95,0.29,0,-1,29.7,1.639,0
0.95,0.31,0,-1,29.5,1.639,0
0.94,0.3,-0.01,-1,29.5,1.648,0
0.93,0.29,0,-1,29.7,1.648,0
0.95,0.29,-0.01,-1,29.5,1.652,0
0.93,0.27,-0.04,-1,29.7,1.652,0
0.93,0.24,-0.03,-1,29.5,1.652,0
0.93,0.22,-0.07,-1,29.5,1.661,0
0.94,0.19,-0.07,-1,29.5,1.664,0
0.95,0.19,-0.07,-1,29.7,1.664,0
0.96,0.19,-0.09,-1,29.5,1.664,0
0.98,0.23,-0.23,-1,29.5,1.673,0
1.06,0.42,-0.58,-1,29.7,1.664,0
0.8,0.22,-0.06,-1,29.5,1.673,0
0.83,-0.06,0.36,-1,29.7,1.676,0
0.99,-0.19,0.21,-1,29.5,1.673,0
1,-0.05,-0.03,-1,29.7,1.676,0
0.97,-0.02,0.12,-1,29.5,1.673,0
0.97,-0.14,0.3,-1,29.7,1.673,0
1,-0.14,0.28,-1,29.7,1.676,0
0.98,-0.19,0.28,-1,29.7,1.676,0
0.93,-0.17,0.31,-1,29.7,1.676,0
0.95,-0.17,0.23,-1,29.5,1.676,0
0.95,-0.16,0.25,-1,29.7,1.676,0
0.94,-0.21,0.29,-1,29.7,1.686,0
0.97,-0.2,0.3,-1,29.7,1.686,0
0.97,-0.17,0.3,-1,29.5,1.686,0
0.97,-0.18,0.31,-1,29.5,1.686,0
0.97,-0.13,0.28,-1,29.7,1.686,0
0.97,-0.12,0.3,-1,29.7,1.689,0
1,-0.1,0.3,-1,29.7,1.698,0
1,-0.06,0.3,-1,29.5,1.702,0
1,-0.03,0.31,-1,29.5,1.702,0
1,-0.01,0.34,-1,29.7,1.711,0
1.01,0.03,0.33,-1,29.5,1.714,0
1.02,0.06,0.36,-1,29.7,1.714,0
1.03,0.05,0.36,-1,29.7,1.724,0
1.02,0.13,0.36,-1,29.7,1.724,0
1.02,0.03,0.35,-1,29.7,1.737,0
1.01,0.1,0.33,-1,29.7,1.737,0
1,0.1,0.34,-1,29.5,1.75,0
1.03,0.16,0.38,-1,29.7,1.753,0
1.05,0.22,0.44,-1,29.5,1.753,0
1.02,0.25,0.47,-1,29.5,1.763,0
0.98,0.28,0.47,-1,29.7,1.776,0
0.95,0.35,0.47,-1,29.7,1.779,0
0.9,0.36,0.52,-1,29.7,1.792,0
0.85,0.35,0.54,-1,29.5,1.802,0
0.8,0.34,0.55,-1,29.7,1.806,0
0.79,0.36,0.57,-1,29.7,1.816,0
0.77,0.39,0.57,-1,29.7,1.816,0
0.77,0.45,0.56,-1,29.5,1.829,0
0.73,0.48,0.54,-1,29.5,1.829,0
0.68,0.47,0.52,-1,29.5,1.843,0
0.72,0.44,0.51,-1,29.7,1.846,0
0.8,0.44,0.52,-1,29.7,1.846,0
0.86,0.44,0.53,-1,29.7,1.857,0
0.88,0.5,0.55,-1,29.7,1.87,0
0.88,0.5,0.59,-1,29.5,1.87,0
0.87,0.48,0.62,-1,29.5,1.874,0
0.86,0.39,0.64,-1,29.7,1.884,0
0.83,0.41,0.59,-1,29.5,1.888,0
0.78,0.42,0.51,-1,29.7,1.898,0
0.74,0.42,0.53,-1,29.5,1.898,0
0.71,0.42,0.52,-1,29.7,1.913,0
0.7,0.46,0.58,-1,29.5,1.913,0
0.7,0.49,0.62,-1,29.5,1.927,0
0.69,0.37,0.7,-1,29.7,1.927,0
0.7,0.42,0.68,-1,29.5,1.93,0
0.68,0.41,0.67,-1,29.7,1.941,0
0.66,0.36,0.66,-1,29.5,1.945,0
0.6,0.29,0.68,-1,29.7,1.956,0
0.5,0.32,0.68,-1,29.7,1.956,0
0.41,0.26,0.65,-1,29.7,1.956,0
0.25,0.15,0.62,-1,29.5,1.966,0
0.11,0.07,0.61,-1,29.7,1.97,0
-0.01,0,0.66,-1,29.5,1.97,0
-0.12,-0.08,0.8,-1,29.7,1.985,0
-0.44,-0.48,1.29,-1,29.7,1.988,0
-0.69,-0.87,1.63,-1,29.5,2,0
-0.71,-0.76,1.46,-1,29.7,2.011,0
-0.68,-0.89,1.63,-1,29.7,2.017,0
-0.5,-1.01,1.64,-1,29.7,2.044,0
-0.46,-0.98,1.43,-1,29.5,2.056,0
-0.38,-1.04,1.34,-1,29.5,2.132,0
-0.2,-0.97,1.21,-1,29.7,2.156,0
-0.12,-0.81,1,-1,29.7,2.16,0
-0.16,-0.67,0.77,-1,29.5,2.19,0
-0.3,-0.59,0.58,-1,29.5,2.177,0
-0.5,-0.5,0.43,-1,29.5,2.138,0
-0.81,-0.48,0.35,-1,29.7,2.118,0
-1.23,-0.52,0.4,-1,29.5,2.118,0
-1.64,-0.52,0.47,-1,29.7,2.122,0
-1.61,-0.42,0.4,-1,29.7,2.122,0
-1.4,-0.21,0.24,-1,29.7,2.134,0
-1.19,-0.27,0.37,-1,29.7,2.137,0
-1.12,-0.32,0.52,-1,29.7,2.146,0
-1.12,-0.36,0.48,-1,29.7,2.137,0
-1.01,-0.29,0.33,-1,29.5,2.15,0
-0.85,-0.17,0.29,-1,29.7,2.141,0
-0.76,-0.19,0.33,-1,29.7,2.153,0
-0.69,-0.25,0.43,-1,29.5,2.153,0
-0.66,-0.29,0.48,-1,29.7,2.153,0
-0.69,-0.32,0.46,-1,29.7,2.153,0
-0.78,-0.35,0.41,-1,29.7,2.153,0
-0.95,-0.38,0.39,-1,29.7,2.153,0
-1.11,-0.46,0.42,-1,29.7,2.153,0
-1.16,-0.47,0.42,-1,29.5,2.153,0
-1.12,-0.42,0.42,-1,29.7,2.153,0
-1.06,-0.34,0.35,-1,29.7,2.153,0
-1,-0.37,0.3,-1,29.7,2.153,0
-0.99,-0.36,0.28,-1,29.7,2.153,0
-0.94,-0.36,0.29,-1,29.7,2.141,0
-0.87,-0.39,0.31,-1,29.7,2.153,0
-0.89,-0.37,0.3,-1,29.7,2.153,0
-1.08,-0.34,0.22,-1,29.7,2.137,0
-1.31,-0.37,0.19,-1,29.7,2.15,0
-1,-0.27,0.31,-1,29.5,2.137,0
-0.75,-0.19,0.42,-1,29.7,2.137,0
-0.74,-0.24,0.41,-1,29.7,2.137,0
-0.97,-0.27,0.34,-1,29.7,2.137,0
-1.18,-0.25,0.35,-1,29.5,2.137,0
-1.17,-0.24,0.41,-1,29.7,2.137,0
-1.07,-0.09,0.42,-1,29.5,2.137,0
-1,-0.07,0.4,-1,29.7,2.146,0
-0.95,-0.12,0.35,-1,29.7,2.137,0
-0.92,-0.15,0.35,-1,29.7,2.134,0
-0.89,-0.11,0.33,-1,29.5,2.134,0
-0.96,-0.16,0.35,-1,29.7,2.122,0
-0.98,-0.12,0.32,-1,29.5,2.134,0
-1.04,-0.14,0.33,-1,29.5,2.122,0
-1.08,-0.24,0.35,-1,29.5,2.122,0
-1.11,-0.34,0.4,-1,29.5,2.122,0
-1.06,-0.32,0.46,-1,29.7,2.118,0
-1,-0.23,0.45,-1,29.7,2.118,0
-0.96,-0.16,0.38,-1,29.7,2.118,0
-0.97,-0.13,0.33,-1,29.7,2.118,0
-0.96,-0.13,0.35,-1,29.7,2.106,0
-0.97,-0.13,0.31,-1,29.7,2.106,0
-0.97,-0.1,0.32,-1,29.7,2.216,0
-0.98,-0.15,0.36,-1,29.7,2.233,0
-1,-0.16,0.4,-1,29.7,2.106,0
-1.04,-0.15,0.43,-1,29.7,2.106,0
-1.07,-0.18,0.43,-1,29.5,2.106,0
-1.01,-0.2,0.44,-1,29.7,2.106,0
-0.95,-0.21,0.43,-1,29.7,2.094,0
-0.96,-0.2,0.41,-1,29.7,2.106,0
-1.01,-0.18,0.4,-1,29.7,2.102,0
-1.01,-0.17,0.39,-1,29.7,2.09,0
-0.99,-0.16,0.39,-1,29.7,2.09,0
-0.98,-0.15,0.39,-1,29.7,2.09,0
-0.99,-0.15,0.41,-1,29.7,2.09,0
-0.98,-0.17,0.41,-1,29.7,2.09,0
-0.98,-0.17,0.42,-1,29.7,2.09,0
-0.97,-0.16,0.41,-1,29.7,2.087,0
-0.98,-0.15,0.4,-1,29.7,2.087,0
-1,-0.14,0.39,-1,29.7,2.087,0
-1.01,-0.14,0.41,-1,29.7,2.075,0
-1,-0.14,0.41,-1,29.7,2.087,0
-1,-0.15,0.42,-1,29.7,2.075,0
-1,-0.16,0.42,-1,29.7,2.075,0
-1,-0.16,0.41,-1,29.7,2.075,0
-1,-0.16,0.42,-1,29.7,2.075,0
-1,-0.15,0.43,-1,29.5,2.083,0
-0.99,-0.16,0.42,-1,29.7,2.071,0
-0.99,-0.16,0.42,-1,29.7,2.071,0
-0.97,-0.17,0.41,-1,29.7,2.071,0
-0.98,-0.18,0.4,-1,29.7,2.071,0
-0.98,-0.19,0.42,-1,29.7,2.06,0
-0.98,-0.19,0.43,-1,29.7,2.06,0
-0.98,-0.19,0.44,-1,29.7,2.06,0
-0.99,-0.19,0.42,-1,29.7,2.071,0
-0.99,-0.2,0.43,-1,29.7,2.06,0
-0.99,-0.21,0.43,-1,29.5,2.056,0
-0.99,-0.2,0.43,-1,29.7,2.06,0
-0.98,-0.19,0.43,-1,29.5,2.056,0
-0.98,-0.19,0.44,-1,29.7,2.056,0
-0.98,-0.19,0.42,-1,29.7,2.056,0
-0.99,-0.19,0.41,-1,29.7,2.056,0
-1,-0.19,0.41,-1,29.7,2.056,0
-0.98,-0.18,0.4,-1,29.7,2.056,0
-0.99,-0.18,0.41,-1,29.7,2.056,0
-1,-0.19,0.42,-1,29.7,2.056,0
-1,-0.19,0.42,-1,29.7,2.056,0
-0.99,-0.19,0.43,-1,29.7,2.056,0
-0.99,-0.19,0.41,-1,29.7,2.044,0
-1,-0.19,0.39,-1,29.7,2.056,0
-1,-0.19,0.39,-1,29.7,2.068,0
-1,-0.18,0.4,-1,29.5,2.044,0
-1,-0.18,0.41,-1,29.7,2.044,0
-0.99,-0.17,0.42,-1,29.7,2.044,0
-1,-0.18,0.42,-1,29.7,2.044,0
-0.99,-0.18,0.41,-1,29.7,2.052,0
-1,-0.19,0.39,-1,29.7,2.06,0
-1,-0.19,0.4,-1,29.7,2.052,0
-0.98,-0.18,0.4,-1,29.7,2.044,0
-1,-0.19,0.41,-1,29.7,2.052,0
-1,-0.19,0.41,-1,29.7,2.044,0
-1,-0.2,0.41,-1,29.7,2.041,0
-0.98,-0.2,0.4,-1,29.7,2.056,0
-0.98,-0.21,0.4,-1,29.7,2.064,0
-1,-0.2,0.39,-1,29.7,2.072,0
-1,-0.19,0.38,-1,29.5,2.08,0
-0.98,-0.17,0.38,-1,29.7,2.08,0
-0.97,-0.17,0.39,-1,29.7,2.045,0
-0.98,-0.17,0.41,-1,29.5,2.037,0
-1,-0.18,0.42,-1,29.7,2.041,0
-1,-0.2,0.41,-1,29.7,2.052,0
-1,-0.21,0.42,-1,29.7,2.068,0
-0.99,-0.22,0.41,-1,29.7,2.092,0
-0.99,-0.23,0.42,-1,29.7,2.068,0
-0.99,-0.23,0.42,-1,29.7,2.06,0
-1,-0.22,0.4,-1,29.7,2.068,0
-0.99,-0.21,0.4,-1,29.7,2.06,0
-0.98,-0.21,0.41,-1,29.7,2.068,0
-0.97,-0.21,0.42,-1,29.7,2.033,0
-0.99,-0.22,0.42,-1,29.7,2.025,0
-0.99,-0.22,0.42,-1,29.7,2.025,0
-0.98,-0.22,0.41,-1,29.7,2.025,0
-0.98,-0.22,0.39,-1,29.7,2.025,0
-0.99,-0.23,0.41,-1,29.7,2.025,0
-0.98,-0.24,0.43,-1,29.7,2.025,0
-0.98,-0.23,0.44,-1,29.7,2.025,0
-0.98,-0.23,0.44,-1,29.7,2.025,0
-0.97,-0.24,0.42,-1,29.7,2.025,0
-0.97,-0.25,0.41,-1,29.7,2.013,0
-0.97,-0.25,0.4,-1,29.7,2.013,0
-0.98,-0.25,0.41,-1,29.7,2.025,0
-0.98,-0.27,0.43,-1,29.7,2.025,0
-0.97,-0.26,0.44,-1,29.7,2.025,0
-0.96,-0.25,0.43,-1,29.7,2.013,0
-0.97,-0.26,0.41,-1,29.7,2.013,0
-0.98,-0.26,0.41,-1,29.7,2.013,0
-0.99,-0.25,0.4,-1,29.7,2.025,0
-0.99,-0.24,0.4,-1,29.7,2.013,0
-0.97,-0.23,0.41,-1,29.7,2.013,0
-0.97,-0.23,0.42,-1,29.7,2.013,0
-0.97,-0.24,0.42,-1,29.7,2.013,0
-0.97,-0.25,0.42,-1,29.7,2.025,0
-0.97,-0.27,0.42,-1,29.5,2.021,0
-0.97,-0.28,0.41,-1,29.7,2.011,0
-0.98,-0.29,0.41,-1,29.7,2.013,0
-0.97,-0.28,0.41,-1,29.7,2.011,0
-0.97,-0.28,0.41,-1,29.7,2.011,0
-0.97,-0.27,0.42,-1,29.7,2.011,0
-0.97,-0.26,0.42,-1,29.7,2.013,0
-0.97,-0.25,0.42,-1,29.7,2.011,0
-0.97,-0.25,0.43,-1,29.7,2.041,0
-0.97,-0.26,0.43,-1,29.7,2.057,0
-0.97,-0.26,0.42,-1,29.7,2.064,0
-0.98,-0.27,0.43,-1,29.7,2.064,0
-0.97,-0.28,0.43,-1,29.7,2.113,0
-0.98,-0.29,0.43,-1,29.7,2.138,0
-0.97,-0.28,0.43,-1,29.7,2.138,0
-0.96,-0.28,0.42,-1,29.7,2.138,0
-0.96,-0.26,0.41,-1,29.7,2.138,0
-0.96,-0.26,0.4,-1,29.7,2.088,0
-0.97,-0.26,0.41,-1,29.7,2.113,0
-0.96,-0.27,0.42,-1,29.7,2.129,0
-0.96,-0.26,0.43,-1,29.7,2.096,0
-0.96,-0.27,0.43,-1,29.7,2.105,0
-0.97,-0.28,0.42,-1,29.7,2.121,0
-0.98,-0.28,0.42,-1,29.7,2.121,0
-0.96,-0.28,0.43,-1,29.7,2.121,0
-0.96,-0.28,0.42,-1,29.7,2.129,0
-0.97,-0.27,0.42,-1,29.7,2.138,0
-0.98,-0.27,0.43,-1,29.7,2.146,0
-0.98,-0.26,0.45,-1,29.5,2.146,0
-0.96,-0.26,0.42,-1,29.7,2.138,0
-0.95,-0.26,0.4,-1,29.7,2.072,0
-0.95,-0.25,0.38,-1,29.7,2.121,0
-0.95,-0.25,0.38,-1,29.7,2.121,0
-0.94,-0.26,0.42,-1,29.7,2.105,0
-1,-0.23,0.44,-1,29.7,2.105,0
