38:45.0,-0.61,0.41,-0.49,-1,26.8,1.48,0
38:45.0,-0.58,0.43,-0.49,-1,26.8,1.477,0
38:45.1,-0.54,0.46,-0.53,-1,26.8,1.482,0
38:45.1,-0.56,0.48,-0.53,-1,26.8,1.491,0
38:45.1,-0.58,0.41,-0.47,-1,26.8,1.477,0
38:45.2,-0.53,0.4,-0.5,-1,26.8,1.473,0
38:45.2,-0.48,0.38,-0.54,-1,26.8,1.487,0
38:45.2,-0.46,0.37,-0.52,-1,26.8,1.478,0
38:45.3,-0.49,0.37,-0.51,-1,26.8,1.478,0
38:45.3,-0.5,0.39,-0.51,-1,26.8,1.487,0
38:45.3,-0.51,0.37,-0.49,-1,26.8,1.473,0
38:45.3,-0.5,0.4,-0.53,-1,26.8,1.482,0
38:45.4,-0.44,0.43,-0.61,-1,26.8,1.473,0
38:45.4,-0.42,0.39,-0.6,-1,26.8,1.473,0
38:45.4,-0.43,0.41,-0.58,-1,26.8,1.473,0
38:45.5,-0.44,0.43,-0.54,-1,26.8,1.473,0
38:45.5,-0.46,0.48,-0.54,-1,26.8,1.473,0
38:45.5,-0.43,0.43,-0.52,-1,26.8,1.473,0
38:45.6,-0.41,0.43,-0.55,-1,26.8,1.473,0
38:45.6,-0.37,0.47,-0.58,-1,26.8,1.473,0
38:45.6,-0.34,0.45,-0.58,-1,26.8,1.482,0
38:45.7,-0.33,0.46,-0.61,-1,26.8,1.473,0
38:45.7,-0.32,0.47,-0.63,-1,26.8,1.482,0
38:45.7,-0.3,0.5,-0.62,-1,26.8,1.473,0
38:45.8,-0.31,0.53,-0.64,-1,26.8,1.482,0
38:45.8,-0.3,0.51,-0.65,-1,26.8,1.473,0
38:45.8,-0.28,0.5,-0.64,-1,27,1.473,0
38:45.8,-0.27,0.51,-0.69,-1,26.8,1.473,0
38:45.9,-0.25,0.53,-0.79,-1,26.8,1.482,0
38:45.9,-0.17,0.5,-0.82,-1,26.8,1.482,0
38:45.9,-0.14,0.45,-0.72,-1,26.8,1.473,0
38:46.0,-0.21,0.45,-0.66,-1,26.8,1.473,0
38:46.0,-0.27,0.39,-0.63,-1,26.8,1.473,0
38:46.0,-0.26,0.34,-0.64,-1,26.8,1.482,0
38:46.1,-0.19,0.29,-0.68,-1,26.8,1.482,0
38:46.1,-0.14,0.34,-0.72,-1,26.8,1.482,0
38:46.1,-0.17,0.38,-0.7,-1,26.8,1.473,0
38:46.2,-0.18,0.4,-0.64,-1,26.8,1.482,0
38:46.2,-0.1,0.47,-0.69,-1,26.8,1.482,0
38:46.2,-0.01,0.38,-0.7,-1,26.8,1.482,0
38:46.3,0.03,0.4,-0.68,-1,26.8,1.482,0
38:46.3,0.05,0.47,-0.62,-1,26.8,1.482,0
38:46.3,0.06,0.5,-0.66,-1,26.8,1.473,0
38:46.3,0.17,0.71,-0.77,-1,26.8,1.482,0
38:46.4,0,0.37,-0.65,-1,26.8,1.482,0
38:46.4,-0.04,0.39,-0.6,-1,26.8,1.482,0
38:46.4,0,0.44,-0.64,-1,26.8,1.473,0
38:46.5,0,0.37,-0.67,-1,26.8,1.482,0
38:46.5,0,0.46,-0.72,-1,26.8,1.482,0
38:46.5,-0.02,0.45,-0.68,-1,26.8,1.482,0
38:46.6,-0.03,0.46,-0.63,-1,27,1.482,0
38:46.6,-0.07,0.42,-0.59,-1,26.8,1.482,0
38:46.6,-0.07,0.43,-0.68,-1,26.8,1.482,0
38:46.7,-0.03,0.44,-0.76,-1,26.8,1.485,0
38:46.7,0.08,0.36,-0.86,-1,26.8,1.485,0
38:46.7,0.08,0.4,-0.76,-1,26.8,1.485,0
38:46.8,0,0.5,-0.67,-1,26.8,1.485,0
38:46.8,-0.01,0.49,-0.69,-1,26.8,1.485,0
38:46.8,-0.03,0.47,-0.67,-1,26.8,1.485,0
38:46.8,-0.03,0.44,-0.65,-1,26.8,1.485,0
38:46.9,0,0.47,-0.67,-1,26.8,1.485,0
38:46.9,0,0.5,-0.61,-1,27,1.494,0
38:46.9,0,0.5,-0.61,-1,26.8,1.494,0
38:47.0,0,0.58,-0.68,-1,26.8,1.494,0
38:47.0,-0.03,0.53,-0.63,-1,26.8,1.485,0
38:47.0,-0.01,0.48,-0.6,-1,27,1.485,0
