55:23.0,-0.01,-0.51,1.02,-1,24.1,0.169,0
55:23.0,-0.05,-0.52,1.09,-1,23.9,0.171,0
55:23.1,-0.1,-0.56,1.12,-1,23.9,0.171,0
55:23.1,-0.11,-0.59,1.2,-1,23.9,0.171,0
55:23.1,-0.14,-0.86,1.27,-1,23.9,0.171,0
55:23.2,-0.14,-1,1.08,-1,23.9,0.174,0
55:23.2,-0.09,-0.54,0.99,-1,23.9,0.174,0
55:23.2,0.1,-0.41,0.97,-1,23.9,0.174,0
55:23.3,0.09,-0.42,0.89,-1,23.9,0.176,0
55:23.3,0.19,-0.65,0.9,-1,23.9,0.178,0
55:23.3,0.14,-0.46,0.96,-1,23.9,0.178,0
55:23.3,0.16,-0.61,0.95,-1,23.9,0.178,0
55:23.4,0.13,-0.57,1.02,-1,23.9,0.18,0
55:23.4,0.15,-0.63,1,-1,23.9,0.181,0
55:23.4,0.15,-0.64,1.15,-1,23.9,0.183,0
55:23.5,0.15,-0.61,1.07,-1,23.9,0.183,0
55:23.5,-0.03,-0.6,0.92,-1,23.9,0.183,0
55:23.5,0.03,-0.49,0.92,-1,23.9,0.186,0
55:23.6,0.26,-0.55,1.01,-1,23.9,0.188,0
55:23.6,0.39,-0.66,0.92,-1,23.9,0.188,0
55:23.6,0.28,-0.44,0.74,-1,23.9,0.188,0
55:23.7,0,-0.67,0.91,-1,23.9,0.192,0
55:23.7,0.07,-0.63,1.06,-1,23.9,0.193,0
55:23.7,0.17,-0.43,0.87,-1,23.9,0.192,0
55:23.7,0.24,-0.52,1.02,-1,23.9,0.193,0
55:23.8,0.06,-0.89,1.25,-1,23.9,0.195,0
55:23.8,0.08,-0.5,0.98,-1,23.9,0.193,0
55:23.8,0.2,-0.49,0.93,-1,23.9,0.197,0
55:23.9,0.18,-0.49,0.83,-1,23.9,0.197,0
55:23.9,0.24,-0.47,0.82,-1,23.9,0.197,0
55:23.9,0.2,-0.51,0.97,-1,23.9,0.197,0
55:24.0,0.12,-0.51,0.96,-1,23.9,0.2,0
55:24.0,0.09,-0.61,1.11,-1,23.9,0.2,0
55:24.0,0,-0.95,1.34,-1,23.9,0.2,0
55:24.1,-0.02,-0.86,1.17,-1,23.9,0.203,0
55:24.1,-0.05,-0.5,1.05,-1,23.9,0.202,0
55:24.1,0.03,-0.41,1.02,-1,23.9,0.203,0
55:24.2,0.08,-0.45,0.98,-1,24.1,0.202,0
55:24.2,0.22,-0.51,1.02,-1,23.9,0.202,0
55:24.2,0.1,-0.57,1.04,-1,23.9,0.202,0
55:24.2,0.02,-0.64,1.05,-1,23.9,0.203,0
55:24.3,0.03,-0.57,1.06,-1,23.9,0.204,0
55:24.3,0.03,-0.51,1.05,-1,24.1,0.207,0
55:24.3,0.04,-0.54,1.04,-1,23.9,0.207,0
55:24.4,0.06,-0.58,1.06,-1,23.9,0.208,0
55:24.4,0.09,-0.62,1.02,-1,23.9,0.207,0
55:24.4,0.13,-0.53,1,-1,23.9,0.208,0
55:24.5,0.1,-0.5,1.02,-1,24.1,0.208,0
55:24.5,0.03,-0.55,1.05,-1,23.9,0.207,0
55:24.5,-0.01,-0.55,1.06,-1,24.1,0.208,0
55:24.6,-0.05,-0.53,1.07,-1,23.9,0.207,0
55:24.6,0,-0.47,1,-1,23.9,0.208,0
55:24.6,0.02,-0.49,1,-1,23.9,0.208,0
55:24.7,0,-0.61,1.09,-1,23.9,0.21,0
55:24.7,0.02,-0.67,1.04,-1,23.9,0.21,0
55:24.7,0.03,-0.53,1.02,-1,23.9,0.21,0
55:24.8,0.03,-0.52,1.02,-1,23.9,0.21,0
55:24.8,0.02,-0.6,1.04,-1,23.9,0.21,0
55:24.8,0.02,-0.58,1.03,-1,23.9,0.21,0
55:24.8,0.01,-0.55,1.07,-1,23.9,0.21,0
55:24.9,0,-0.55,1.05,-1,23.9,0.21,0
55:24.9,0.02,-0.5,1.04,-1,23.9,0.21,0
55:24.9,0.02,-0.5,1.04,-1,23.9,0.21,0
55:25.0,0,-0.5,1.07,-1,23.9,0.207,0
55:25.0,0,-0.51,1.06,-1,23.9,0.207,0
55:25.0,0,-0.5,1.07,-1,23.9,0.207,0
55:25.1,0.02,-0.52,1.09,-1,23.9,0.195,0
55:25.1,0,-0.51,1.09,-1,23.9,0.188,0
55:25.1,-0.01,-0.5,1.07,-1,23.9,0.186,0
55:25.2,-0.02,-0.52,1.1,-1,24.1,0.188,0
55:25.2,-0.04,-0.48,1.08,-1,23.9,0.188,0
55:25.2,-0.05,-0.48,1.1,-1,24.1,0.19,0
55:25.3,-0.06,-0.47,1.11,-1,23.9,0.193,0
55:25.3,-0.07,-0.5,1.11,-1,23.9,0.192,0
55:25.3,-0.06,-0.54,1.15,-1,23.9,0.195,0
55:25.3,-0.09,-0.56,1.14,-1,23.9,0.197,0
