33:40.0,0.3,0.37,1.12,-1,34.1,0.018,0
33:40.0,0.31,0.35,1.14,-1,34.1,0.018,0
33:40.0,0.29,0.36,1.13,-1,34.1,0.016,0
33:40.1,0.28,0.37,1.13,-1,34.1,0.016,0
33:40.1,0.28,0.36,1.12,-1,34.1,0.018,0
33:40.1,0.25,0.37,1.1,-1,34.1,0.018,0
33:40.2,0.25,0.37,1.1,-1,34.1,0.018,0
33:40.2,0.25,0.39,1.13,-1,34.1,0.016,0
33:40.2,0.27,0.36,1.14,-1,34.1,0.016,0
33:40.2,0.28,0.36,1.14,-1,34.1,0.016,0
33:40.3,0.28,0.36,1.13,-1,34.1,0.016,0
33:40.3,0.29,0.37,1.15,-1,34.1,0.016,0
33:40.3,0.29,0.35,1.14,-1,34.1,0.016,0
33:40.4,0.25,0.37,1.1,-1,34.1,0.016,0
33:40.4,0.24,0.37,1.22,-1,34.1,0.018,0
33:40.4,0.21,0.4,1.09,-1,34.1,0.018,0
33:40.5,0.19,0.4,1.1,-1,34.1,0.016,0
33:40.5,0.19,0.44,1.09,-1,34.1,0.016,0
33:40.5,0.22,0.37,1.12,-1,34.1,0.016,0
33:40.6,0.23,0.39,1.13,-1,34.1,0.018,0
33:40.6,0.23,0.42,1.19,-1,34.1,0.018,0
33:40.6,0.18,0.6,1.11,-1,34.1,0.02,0
33:40.7,0.2,0.53,1.11,-1,34.1,0.022,0
33:40.7,0.16,0.66,1.08,-1,34.1,0.024,0
33:40.7,0.19,0.46,1.1,-1,34.1,0.026,0
33:40.8,0.15,0.77,1,-1,34.1,0.028,0
33:40.8,0.07,0.69,1,-1,34.1,0.026,0
33:40.8,0.12,0.78,0.89,-1,34.1,0.026,0
33:40.8,0.16,0.98,0.73,-1,34.1,0.026,0
33:40.9,0.06,0.93,0.74,-1,34.1,0.026,0
33:40.9,-0.14,0.79,0.65,-1,34.1,0.022,0
33:40.9,-0.04,0.8,0.35,-1,34.1,0.022,0
33:41.0,-0.09,1,0.25,-1,34.1,0.022,0
33:41.0,-0.19,1,0.32,-1,34.1,0.02,0
33:41.0,-0.15,0.87,0.32,-1,34.1,0.022,0
33:41.1,-0.12,1.04,0.25,-1,34.1,0.022,0
33:41.1,-0.06,1.08,0.18,-1,34.1,0.022,0
33:41.1,-0.07,1,0.22,-1,34.1,0.02,0
33:41.2,-0.12,1.06,0.1,-1,34.1,0.02,0
33:41.2,-0.08,1.05,0.11,-1,34.1,0.022,0
33:41.2,-0.09,0.96,0.15,-1,34.1,0.02,0
33:41.2,-0.09,0.96,0.17,-1,34.1,0.02,0
33:41.3,-0.1,1,0.15,-1,34.1,0.022,0
33:41.3,-0.06,1.03,0.14,-1,34.1,0.022,0
33:41.3,-0.07,1,0.22,-1,34.1,0.018,0
33:41.4,-0.11,1.04,0.15,-1,34.1,0.018,0
33:41.4,-0.13,1.05,0.22,-1,34.1,0.018,0
33:41.4,-0.1,1.02,0.32,-1,34.1,0.018,0
